sample_id,key,folder_id,model,image_path,caption_post_direct,caption_recon,reproj_mse_post_direct,reproj_cosine_post_direct,reproj_mse_recon,reproj_cosine_recon,clipscore_gt,clipscore_post_direct,clipscore_recon,clipscore_drop,bertscore_precision,bertscore_recall,bertscore_f1
416:10:000010011,10011,1,qwen3.5,data/mtf2025_web_images/00001/000010011.jpg,"A stainless steel steamer basket, lined with fresh green cabbage leaves, holds six plump, golden-brown steamed dumplings (likely siu mai or similar) arranged in two rows, with steam rising gently to suggest they are freshly cooked and ready to serve.","A steaming bamboo steamer basket, lined with cabbage leaves to prevent sticking, holds six plump, golden-brown steamed buns (likely xiaolongbao or similar dumplings) arranged in two rows, with visible steam rising from the hot, freshly cooked food against a soft-focus background suggesting a dining table setting.",0.0,1.0,0.0283038970082998,0.9002395272254944,27.952003479003903,38.11087417602539,36.097537994384766,2.013336181640625,0.7720154,0.7295493,0.75018185
416:11:000010012,10012,1,qwen3.5,data/mtf2025_web_images/00001/000010012.jpg,"A white ceramic plate with a delicate floral pattern of red roses and green leaves holds five golden-brown, pan-fried dumplings arranged in a circular formation around a central garnish of thinly sliced raw onions, accompanied by a small pool of vibrant red sauce, all set against a light blue checkered tablecloth with a large pink rose decoration partially visible on the right.","A white ceramic plate with a delicate floral pattern holds five golden-brown, steamed dumplings arranged in a circular formation, garnished with thinly sliced red onions and accompanied by a small pool of vibrant red dipping sauce, all set against a softly blurred background of green and white checkered fabric.",0.0,1.0,0.0379055961966514,0.9049395322799684,27.360788345336918,28.480785369873047,31.64180564880371,-3.161020278930664,0.7851496,0.8634074,0.822421
416:12:000010013,10013,1,qwen3.5,data/mtf2025_web_images/00001/000010013.jpg,"A steaming metal basket holds eight plump, pleated steamed buns (baozi) arranged in two rows on a perforated liner, resting atop a red lacquered tray alongside a white takeout container filled with shredded vegetables and dumplings, all set against a backdrop of stacked trays and chopsticks suggesting a bustling Chinese restaurant or food market scene.","A steaming basket of six plump, pale dumplings with delicate pleated tops sits at the center of a rustic wooden table, surrounded by complementary dishes including a small bowl of pickled vegetables and another dish containing what appears to be braised meat or tofu, all arranged on a red-and-white patterned placemat that evokes a cozy, traditional meal setting.",0.0,1.0,0.0272737443447113,0.9237712025642396,28.181303024291992,31.848329544067383,26.648944854736328,5.199384689331055,0.79270136,0.8183785,0.8053353
416:13:000010014,10014,1,qwen3.5,data/mtf2025_web_images/00001/000010014.jpg,"This image showcases a traditional Chinese hot pot setup featuring a large, octagonal metal basin divided into two distinct sections: one filled with a rich, dark red spicy broth studded with dried red chilies and scallions, and the other containing a clear, light-colored broth with visible shrimp, green onions, and red pepper flakes, all arranged to highlight the contrast between the two flavor profiles for communal dining.","A steaming, oval-shaped metal hot pot sits in a shallow tray, filled with a rich, dark broth and surrounded by scattered dried red chilies and green onion segments; at its center, a smaller white ceramic bowl holds a creamy, light-colored soup garnished with shrimp, sliced green onions, and red chili peppers, creating a vibrant contrast of textures and colors against the rustic metallic surface.",0.0,1.0,0.0272795986384153,0.8721601963043213,23.524879455566406,38.20068359375,35.8222541809082,2.378429412841797,0.7584485,0.71437293,0.73575115
416:14:000010015,10015,1,qwen3.5,data/mtf2025_web_images/00001/000010015.jpg,"A close-up, slightly blurred background scene shows a person using black chopsticks to lift a steamed dumpling — its wrapper partially peeled back to reveal a savory filling of minced meat and green vegetables — above a white ceramic bowl brimming with more dumplings, while a small dish of dark dipping sauce with chopped garlic or ginger sits nearby on a warm-toned wooden table, and a light-colored ceramic spoon rests beside the bowl, suggesting an intimate, traditional meal setting.","A close-up shot features a white ceramic plate holding several steamed dumplings, one of which is being lifted by a pair of black chopsticks to reveal its savory filling of minced meat and vegetables; beside the plate sits a small bowl containing a dark dipping sauce garnished with chopped green onions and possibly garlic or chili, all arranged on a light wooden surface under soft, natural lighting that highlights the glistening texture of the dumpling skin and the rich tones of the sauce.",0.0,1.0,0.0269700046628713,0.9002490043640137,35.066036224365234,36.04391098022461,36.98169708251953,-0.937786102294922,0.7921459,0.8272604,0.8093225
416:15:000010016,10016,1,qwen3.5,data/mtf2025_web_images/00001/000010016.jpg,"A white plate with a red logo holds a colorful assortment of dumplings — some pale and steamed, others bright yellow (likely egg-wrapped), and several dark black ones (possibly filled with seaweed or black fungus) — arranged in a casual pile on a light wooden table, accompanied by a small white dipping bowl and a blurred glass in the background, suggesting a cozy, home-style meal setting.","A white plate holds a colorful assortment of dumplings—some pale and steamed, others topped with dark, glossy black fungus or seaweed—arranged in a circular pattern on a light wooden table, with a small white bowl and blurred background elements suggesting a casual dining setting.",0.0,1.0,0.0228883307427167,0.8927270174026489,29.787784576416016,32.65290069580078,34.372901916503906,-1.720001220703125,0.7728909,0.7104096,0.74033433
416:16:000010017,10017,1,qwen3.5,data/mtf2025_web_images/00001/000010017.jpg,"Against a sleek black background, a traditional bamboo steamer basket with its lid slightly ajar reveals plump, pale dumplings nestled among green garnishes, accompanied by a white plate piled high with golden-brown fried dumplings and two small ceramic bowls containing dark dipping sauces with chopped green onions, creating an appetizing display of contrasting textures and colors.","On a dark surface, a traditional bamboo steamer basket holds several plump, pale dumplings with visible green vegetable fillings, accompanied by a white plate piled with golden-brown fried dumplings and two small ceramic bowls—one containing a dark dipping sauce and the other a lighter, possibly soy-based sauce—creating an appetizing presentation of steamed and fried dumplings ready to eat.",0.0,1.0,0.0313190221786499,0.9134376049041748,32.36308670043945,36.16790008544922,35.80521774291992,0.3626823425292969,0.8339924,0.88201714,0.8573327
416:17:000010018,10018,1,qwen3.5,data/mtf2025_web_images/00001/000010018.jpg,"A close-up food photography shot features golden-brown pan-fried dumplings with crispy bottoms and soft tops, garnished with chopped green onions, arranged in a white oval bowl on the left, while a single dumpling is elegantly presented in a matching white ceramic spoon-shaped dish on the right, all set against a vibrant red background with blurred white ceramic pitchers and a glass of red beverage in the background, and a red label in the lower-left corner reads “15個入” (indicating 15 pieces included).","A close-up, appetizing shot features golden-brown, pan-fried dumplings or stuffed buns with crispy edges and visible green onion garnish, arranged on a white ceramic plate alongside a matching spoon holding a single piece, all set against a warm-toned background with blurred white ceramic containers enhancing the rustic, home-cooked aesthetic.",0.0,1.0,0.032471265643835,0.8910024166107178,30.704666137695312,31.88014030456543,32.25993347167969,-0.3797931671142578,0.76876116,0.7126839,0.73966116
416:18:000010019,10019,1,qwen3.5,data/mtf2025_web_images/00001/000010019.jpg,"A steaming metal bowl of bibimbap, a traditional Korean mixed rice dish, sits at the center of a rustic wooden table, filled with colorful ingredients including sliced carrots, green olives, seasoned beef, and dark leafy greens, surrounded by small black ceramic side dishes (banchan) containing kimchi, pickled radish, and other accompaniments, all arranged on a dark wooden serving board to evoke a warm, authentic dining experience.","A close-up, slightly blurred image showcases a traditional Korean bibimbap served in a black stone bowl, featuring a colorful array of seasoned vegetables including sliced carrots, green beans, and bean sprouts atop a bed of rice, all resting on a wooden board with additional side dishes like pickled radish and seasoned greens visible in the background.",0.0,1.0,0.0239796917885541,0.913391411304474,30.37225341796875,31.650346755981445,31.60173225402832,0.048614501953125,0.82080686,0.85678506,0.83841014
416:19:000010020,10020,1,qwen3.5,data/mtf2025_web_images/00001/000010020.jpg,"A vibrant stir-fry dish featuring golden-brown battered chicken pieces, glossy black mushrooms, colorful bell peppers (red and yellow), translucent onion slices, green scallions, and fresh cilantro leaves, all coated in a rich, glossy sauce and served in a square brown ceramic bowl atop a light bamboo mat.","A vibrant stir-fried dish featuring tender chicken pieces, glossy red bell peppers, translucent onions, and earthy mushrooms, all glistening in a rich golden-brown sauce and garnished with fresh green cilantro leaves, served in a shallow oval ceramic bowl resting on a light bamboo mat.",0.0,1.0,0.0286724176257848,0.9114557504653932,33.634620666503906,32.70724105834961,27.772022247314453,4.935218811035156,0.8106809,0.8433454,0.8266907
416:20:000010021,10021,1,qwen3.5,data/mtf2025_web_images/00001/000010021.jpg,"A white, oval-shaped steamer basket with a perforated base and a separate dipping sauce compartment holds several plump, steamed dumplings, some of which are being lifted by a pair of black chopsticks, all arranged on a striped cloth background with subtle watermelon-themed decorations around the circular frame.","A white oval steamer basket filled with golden-brown, pleated dumplings sits atop a checkered cloth, with two black chopsticks resting across the top and a small dipping sauce bowl nestled beside them, all arranged on a light wooden surface.",0.0,1.0,0.0316797718405723,0.896373450756073,23.391658782958984,33.24602127075195,32.76057815551758,0.485443115234375,0.79056,0.65350753,0.71553016
416:21:000010022,10022,1,qwen3.5,data/mtf2025_web_images/00001/000010022.jpg,"Two golden-brown, pan-fried dumplings with slightly crispy edges and translucent wrappers revealing green vegetable fillings rest in a small, square white ceramic dish against a clean white background.","Three golden-brown, pan-fried dumplings with slightly crispy edges and visible green vegetable fillings are artfully arranged on a minimalist white square plate, set against a clean white background that emphasizes their appetizing texture and warm tones.",0.0,1.0,0.0298187844455242,0.9008066654205322,43.68019104003906,41.849456787109375,40.13396835327149,1.7154884338378906,0.85052335,0.91621226,0.88214666
416:22:000010023,10023,1,qwen3.5,data/mtf2025_web_images/00001/000010023.jpg,"Two traditional bamboo steamers, one open revealing colorful dumplings with orange and green garnishes and the other closed with a white dumpling visible on top, rest on ornate blue-and-white patterned plates atop a rich, marbled brown surface.","Two bamboo steamers, one open and one closed, rest on a decorative plate atop a rustic wooden table, revealing steamed dumplings with visible fillings and garnishes inside the open steamer.",0.0,1.0,0.0277665220201015,0.8955500721931458,32.43485641479492,34.339500427246094,32.89227294921875,1.4472274780273438,0.83651656,0.8435337,0.84001046
416:23:000010024,10024,1,qwen3.5,data/mtf2025_web_images/00001/000010024.jpg,"A traditional bamboo steamer basket, with its lid partially open to reveal an assortment of steamed dumplings and corn cobs nestled on a bed of paper, sits ready to serve as a warm, aromatic meal.","A traditional bamboo steamer basket, its woven slats forming a rustic, circular container, holds a steaming assortment of golden-brown, plump dumplings—some with visible pleated tops and others split open to reveal soft, yellowish fillings—nestled together on a bed of thin, translucent rice paper or steaming mat, with a second empty steamer lid resting atop the first, suggesting a freshly prepared, aromatic meal ready to be served.",0.0,1.0,0.0233232397586107,0.9212151765823364,32.7972412109375,39.673561096191406,34.98265075683594,4.690910339355469,0.7816187,0.8676975,0.82241184
416:24:000010025,10025,1,qwen3.5,data/mtf2025_web_images/00001/000010025.jpg,"A white ceramic serving platter with a modern, asymmetrical design holds a cluster of steamed dumplings in its upper bowl and a single broken-open dumpling revealing its savory filling alongside a dollop of red chili sauce on its lower surface, all set against a rustic wooden table backdrop with a white ceramic pitcher and sprigs of purple flowers adding decorative contrast.","On a rustic wooden table, a white ceramic plate holds two steamed dumplings—one whole and one halved to reveal its savory filling—accompanied by a small dollop of red chili sauce, while beside it sits a matching white ceramic cup and a sprig of fresh green herbs, creating a simple yet appetizing food presentation.",0.0,1.0,0.0250018797814846,0.8964936137199402,29.683732986450195,34.02814102172852,36.07053756713867,-2.042396545410156,0.76393104,0.70727456,0.7345119
416:25:000010026,10026,1,qwen3.5,data/mtf2025_web_images/00001/000010026.jpg,"A vibrant orange ceramic spoon-shaped bowl holds four golden-brown, steamed dumplings dusted with white powder, accompanied by a small matching red-and-white ramekin filled with dark soy sauce and a translucent blue plastic spoon resting in the dumplings, all arranged on a weathered, light-blue wooden surface with visible grain and peeling paint that adds rustic charm to the scene.","On a rustic wooden surface, a vibrant orange ceramic spoon-shaped bowl holds three golden-brown, crispy fried dumplings dusted with white powder, accompanied by a small matching bowl of dark dipping sauce and a green plastic spoon resting across the main dish.",0.0,1.0,0.0503929704427719,0.8936895728111267,33.325923919677734,32.431495666503906,36.58654022216797,-4.155044555664063,0.8177148,0.8492569,0.8331874
416:26:000010027,10027,1,qwen3.5,data/mtf2025_web_images/00001/000010027.jpg,"A bamboo steamer basket lined with a green banana leaf holds an assortment of golden-brown, pleated dumplings and white, cylindrical rice cakes, some filled with visible green vegetables and dark fillings, arranged in a circular pattern under the partially lifted lid.","A steaming bamboo steamer basket holds an assortment of golden-brown, pleated dumplings—some with visible green vegetable fillings and others topped with white, creamy sauce—arranged on a thin green leaf liner, suggesting a freshly prepared Asian dim sum dish ready to be served.",0.0,1.0,0.029023366048932,0.9082345366477966,34.312705993652344,36.09202194213867,33.84473419189453,2.2472877502441406,0.8353019,0.902637,0.867665
416:27:000010028,10028,1,qwen3.5,data/mtf2025_web_images/00001/000010028.jpg,"A traditional bamboo steamer basket, with its woven rim and perforated metal insert, holds two glistening dumplings wrapped in translucent rice paper, their golden-brown fillings peeking through, set against a soft, neutral background that emphasizes the rustic texture and appetizing appeal of the steamed delicacy.","Three steamed buns, likely baozi or similar dumplings with a soft, pale dough and golden-brown tops, are nestled in a traditional bamboo steamer basket with a perforated metal tray, set against a clean white background that emphasizes the food’s texture and steamy freshness.",0.0,1.0,0.0217386335134506,0.909473180770874,40.60269165039063,39.3668098449707,39.34961700439453,0.0171928405761718,0.8178624,0.8754865,0.845694
416:28:000010029,10029,1,qwen3.5,data/mtf2025_web_images/00001/000010029.jpg,"A meticulously plated gourmet dish featuring a colorful medley of fresh vegetables—including shredded carrots, purple cabbage, green herbs, and a tall stalk of asparagus or similar vegetable—arranged artistically in a sleek, white, oval-shaped bowl that rests on a minimalist white surface against a stark black background, emphasizing the dish’s vibrant colors and refined presentation.","A meticulously plated gourmet dish featuring a vibrant medley of colorful vegetables—such as orange carrots, green asparagus, and purple cabbage—arranged in a shallow, white, boat-shaped bowl, garnished with a golden-brown fried element and delicate green sprouts, all set against a minimalist white background that emphasizes the dish’s artistic presentation.",0.0,1.0,0.0256519243121147,0.9212682247161864,29.274782180786133,34.931636810302734,36.68603897094727,-1.7544021606445312,0.8247311,0.88828695,0.85533005
416:29:000010030,10030,1,qwen3.5,data/mtf2025_web_images/00001/000010030.jpg,"This image displays an elegantly arranged platter of steamed Chinese dumplings (likely siu mai or har gow), presented in a woven bamboo basket lined with a green banana leaf and garnished with fresh mint leaves, accompanied by four white ceramic spoons each holding a dumpling, a small square dish of dark soy sauce, and decorative elements including a miniature pumpkin and chestnuts on a bamboo mat background.","This image displays an appetizing arrangement of steamed dumplings, likely Chinese-style siu mai or similar filled parcels, artfully presented on a woven bamboo mat — some nestled in white ceramic bowls and others arranged directly on the mat, garnished with fresh green herbs and slivers of ginger, accompanied by a small white dish of dark dipping sauce, all set against a rustic wooden background that enhances the traditional, homemade culinary aesthetic.",0.0,1.0,0.0332418829202652,0.9197732210159302,34.30250930786133,28.6834716796875,31.90109634399414,-3.2176246643066406,0.8092375,0.9065575,0.8551374
416:30:000010031,10031,1,qwen3.5,data/mtf2025_web_images/00001/000010031.jpg,"A traditional bamboo steamer basket, with its lid slightly ajar, reveals a colorful assortment of pan-fried dumplings—some golden-brown and crispy, others soft and steamed—nestled together in a rustic, appetizing arrangement against a clean white background.","A steaming bamboo steamer basket holds a golden-brown, flaky pastry filled with savory ingredients including shrimp and vegetables, presented against a clean white background to highlight its appetizing texture and rich color.",0.0,1.0,0.0268357843160629,0.910883605480194,34.96070098876953,40.683780670166016,37.5938835144043,3.0898971557617188,0.83060247,0.8581939,0.84417284
416:31:000010032,10032,1,qwen3.5,data/mtf2025_web_images/00001/000010032.jpg,"A traditional bamboo steamer basket holds a small white ceramic bowl containing a savory dish of tender, steamed fish topped with a golden-brown fried tofu cube, all resting in a light amber broth that glistens under soft lighting.","A steaming bamboo steamer basket holds a small white ceramic bowl filled with a golden-brown, crispy-fried dumpling or pastry resting in a light amber broth, all set against a clean, neutral-toned surface that highlights the dish’s warm textures and inviting presentation.",0.0,1.0,0.0237383116036653,0.9003887176513672,36.9067268371582,38.751075744628906,34.24917984008789,4.501895904541016,0.8154832,0.86981636,0.8417739
416:32:000010033,10033,1,qwen3.5,data/mtf2025_web_images/00001/000010033.jpg,"A pair of wooden chopsticks delicately lifts a steaming, pleated wonton from a bamboo steamer basket filled with more dumplings garnished with bright red chili peppers and green scallions, all set against a soft-focus background of a pink cloth and a small dish of dipping sauce.","A steaming bamboo steamer basket holds a generous serving of golden-brown, pan-fried dumplings with crispy bottoms and soft, pleated tops, garnished with bright green scallions and red chili peppers, resting on a rustic wooden surface beside a small white dish containing thinly sliced red onions, all set against a warm, textured background that evokes a cozy, homemade meal.",0.0,1.0,0.0304330382496118,0.907733142375946,34.75333023071289,39.391414642333984,35.180503845214844,4.210910797119141,0.81595236,0.8616358,0.838172
416:33:000010034,10034,1,qwen3.5,data/mtf2025_web_images/00001/000010034.jpg,"A white oval plate holds a colorful stir-fried noodle dish garnished with shredded carrots and cucumber slices arranged in a circular border, accompanied by a pair of black chopsticks with silver-patterned handles resting on a small white ceramic stand beside the plate, all set against a clean, minimalist white background.","A white oval plate holds a colorful stir-fried noodle dish garnished with sliced cucumbers and carrots, accompanied by a pair of black chopsticks resting on a small white ceramic rest beside the plate, all set against a clean white background.",0.0,1.0,0.0255904737859964,0.913819432258606,31.02692413330078,36.37629318237305,40.79948043823242,-4.423187255859375,0.8023806,0.8485909,0.82483906
416:34:000010035,10035,1,qwen3.5,data/mtf2025_web_images/00001/000010035.jpg,"A glossy black ceramic bowl filled with a rich, dark-brown stew or stir-fry containing tender chunks of meat, sliced yellow bell peppers, and earthy brown mushrooms, all glistening with sauce and garnished with fresh green chives, presented against a clean white background.","A glossy black ceramic bowl filled with a savory stir-fry dish featuring tender browned meat strips, translucent caramelized onions, and bright yellow bell pepper pieces, all glistening with sauce and garnished with finely chopped green herbs, presented against a clean white background.",0.0,1.0,0.0192469991743564,0.9304239153862,29.74358558654785,37.52584457397461,33.33397674560547,4.191867828369141,0.8117595,0.86595,0.8379795
416:35:000010036,10036,1,qwen3.5,data/mtf2025_web_images/00001/000010036.jpg,"A top-down view of a stir-fried dish featuring bite-sized pieces of chicken, sliced red bell peppers, green onions, and purple cabbage, all coated in a glossy brown sauce and served on a white plate with an intricate brown geometric pattern around the rim.","A vibrant stir-fried dish featuring tender pieces of chicken, crisp green beans, and slivers of red onion, all glistening with a glossy brown sauce, is artfully arranged on a white ceramic plate adorned with a delicate blue floral pattern around the rim, set against a clean white background that emphasizes the rich colors and textures of the meal.",0.0,1.0,0.0267588086426258,0.9183604121208192,34.41548156738281,36.53909683227539,36.54141998291016,-0.0023231506347656,0.80381215,0.8762248,0.8384579
416:36:000010037,10037,1,qwen3.5,data/mtf2025_web_images/00001/000010037.jpg,"A square white ceramic bowl, filled with a fresh salad of bean sprouts, microgreens, and a slice of orange, sits centered on a larger white plate with a subtle ribbed rim, accompanied by a silver fork resting to its right, all arranged on a crisp white tablecloth with blurred wine glass stems visible in the background, suggesting an elegant dining setting.","A beautifully plated gourmet dish featuring thinly sliced raw fish (likely sashimi or ceviche) atop a bed of shredded vegetables and microgreens, garnished with a lemon wedge and delicate sprouts, served in a shallow white bowl on a larger matching plate with a silver fork beside it, set against a clean, minimalist white table surface with blurred glassware in the background.",0.0,1.0,0.0295028910040855,0.9150518774986268,35.078338623046875,31.99646759033203,35.90083312988281,-3.904365539550781,0.80864155,0.86538076,0.8360496
416:37:000010038,10038,1,qwen3.5,data/mtf2025_web_images/00001/000010038.jpg,"A vibrant, fresh salad of shredded green vegetables (likely cucumber or zucchini), julienned carrots, and dark mushrooms is artfully arranged on a transparent glass plate, set against a smooth gradient background that transitions from dark gray at the top to light gray at the bottom, creating a clean, studio-like presentation that highlights the salad’s crisp textures and colorful contrast.","A vibrant, fresh salad featuring shredded carrots, crisp cucumber slices, and dark leafy greens is artfully arranged on a translucent, oval-shaped glass plate, set against a clean, minimalist white background that emphasizes the dish’s bright colors and textures.",0.0,1.0,0.021282123401761,0.9175216555595398,33.3186149597168,34.68057632446289,32.972747802734375,1.7078285217285156,0.80419946,0.8742862,0.8377795
416:38:000010039,10039,1,qwen3.5,data/mtf2025_web_images/00001/000010039.jpg,"A white disposable bowl filled with a vibrant Thai-style mango salad featuring ripe yellow mango slices, minced meat, fresh green herbs, and red chili flakes, accompanied by a white plastic spoon resting beside it on a rustic wooden surface.","A white ceramic bowl filled with a colorful, textured dish of minced meat, diced yellow vegetables (possibly squash or pumpkin), and chopped green herbs, garnished with red chili flakes, sits on a rustic wooden surface with a silver spoon resting beside it, suggesting a freshly prepared, hearty meal ready to be eaten.",0.0,1.0,0.028370451182127,0.9064268469810486,30.50754737854004,33.34510803222656,29.15581703186035,4.189291000366211,0.7785254,0.80529445,0.79168373
