sample_id,key,folder_id,model,image_path,caption_post_direct,caption_recon,reproj_mse_recon,reproj_cosine_recon,clipscore_gt,clipscore_post_direct,clipscore_recon,clipscore_drop,bertscore_recon_vs_post_f1,bertscore_post_vs_gt_f1,bertscore_recon_vs_gt_f1
416:22:000010023,10023,1,qwen2.5vl,data/mtf2025_web_images/00001/000010023.jpg,"The image showcases two bamboo steamer baskets filled with intricately shaped dumplings, placed on decorative blue and white plates atop a polished marble surface, highlighting the traditional presentation of Chinese cuisine.","The image showcases two bamboo steamer baskets filled with various types of dumplings, including those with colorful fillings and others that appear to be plain, placed on decorative plates atop a marbled surface.",0.2732067704200744,0.9122503399848938,32.43485641479492,36.81957626342773,36.1435546875,0.6760215759277344,0.9293784499168396,0.845190167427063,0.8370828628540039
416:23:000010024,10024,1,qwen2.5vl,data/mtf2025_web_images/00001/000010024.jpg,"The image showcases a traditional bamboo steamer filled with an assortment of steamed buns, including ones with yellow fillings and others that appear to be stuffed with meat or vegetables, all neatly arranged on a white cloth inside the steamer basket.","The image showcases a traditional bamboo steamer basket filled with an assortment of dumplings, including steamed buns, corn, and yellow dumplings, all neatly arranged on a layer of white cloth, suggesting a preparation for serving or a culinary display.",0.2670824825763702,0.9245071411132812,32.7972412109375,41.61940002441406,41.88165664672852,-0.2622566223144531,0.9296588897705078,0.8526760339736938,0.8539291024208069
416:24:000010025,10025,1,qwen2.5vl,data/mtf2025_web_images/00001/000010025.jpg,"The image features a white ceramic plate with two compartments: one filled with steamed dumplings and the other holding a small serving of red chili sauce, accompanied by a white ceramic pitcher and a decorative purple flower arrangement in the background.","The image features a white ceramic plate with a unique design, holding a serving of dumplings alongside a small dollop of red sauce, accompanied by a white ceramic pitcher and a decorative floral arrangement in the background.",0.3086720108985901,0.8890531659126282,29.683732986450195,34.70649337768555,34.1693229675293,0.53717041015625,0.9512656331062317,0.7418833374977112,0.7424317002296448
416:25:000010026,10026,1,qwen2.5vl,data/mtf2025_web_images/00001/000010026.jpg,"The image features a vibrant red ceramic spoon-shaped dish holding several steamed dumplings with a glossy, slightly translucent skin, accompanied by a small bowl of dark soy sauce for dipping, all set against a rustic light blue wooden table backdrop.","The image features a vibrant red ceramic dish holding several steamed dumplings with a glossy, golden-brown exterior, accompanied by a small bowl of dark soy sauce and a blue plastic spoon resting on the side, set against a rustic wooden table backdrop.",0.4197080433368683,0.907268762588501,33.325923919677734,39.461761474609375,38.92378234863281,0.5379791259765625,0.9628703594207764,0.845500648021698,0.8456265926361084
416:26:000010027,10027,1,qwen2.5vl,data/mtf2025_web_images/00001/000010027.jpg,"The image showcases a steamer basket filled with an assortment of colorful dumplings, including yellow, white, and green varieties, each with distinct fillings visible through their wrappers, set against a wooden background.","A steamer basket filled with an assortment of colorful dumplings, including yellow, white, and brown varieties, sits atop a wooden surface, showcasing a variety of fillings and textures.",0.2686862051486969,0.9114670157432556,34.312705993652344,35.72881317138672,33.65597152709961,2.0728416442871094,0.9405848383903503,0.8687184453010559,0.878994345664978
416:27:000010028,10028,1,qwen2.5vl,data/mtf2025_web_images/00001/000010028.jpg,"The image shows two golden-brown dumplings steaming inside a traditional bamboo steamer basket with perforated holes, placed on a light-colored surface, suggesting a warm and inviting culinary setting.","The image shows a bamboo steamer basket containing three golden-brown dumplings, each with a slightly translucent wrapper, resting on a layer of white paper to prevent sticking.",0.2939671576023102,0.916254460811615,40.60269165039063,38.752197265625,39.1923828125,-0.440185546875,0.9135441184043884,0.8638412952423096,0.8647385835647583
416:28:000010029,10029,1,qwen2.5vl,data/mtf2025_web_images/00001/000010029.jpg,"A modern, minimalist dish featuring a vibrant salad with colorful vegetables, topped with a delicate piece of fried food, is elegantly presented in a sleek, white, oval-shaped bowl against a dark background, creating a striking contrast that highlights the freshness and artistry of the meal.","The image showcases a gourmet dish served in an elegant white, oval-shaped bowl, featuring a vibrant mix of colorful vegetables, including purple cabbage, orange carrots, and green herbs, artfully arranged with a delicate piece of what appears to be a crispy fried item as a garnish, set against a dark background that accentuates the dish's vivid colors and textures.",0.2465667277574539,0.9329094290733336,29.274782180786133,32.82406997680664,35.862850189208984,-3.038780212402344,0.9099012613296509,0.8743266463279724,0.8631701469421387
416:29:000010030,10030,1,qwen2.5vl,data/mtf2025_web_images/00001/000010030.jpg,"The image showcases a beautifully arranged display of steamed dumplings served in a woven basket with a sprig of mint for garnish, accompanied by small bowls containing additional dumplings and a dipping sauce, all set against a rustic wooden backdrop.","The image showcases a beautifully arranged plate of steamed dumplings garnished with fresh mint leaves, served alongside a small bowl of dark dipping sauce, all presented on a woven bamboo tray atop a wooden surface, creating an inviting and appetizing scene.",0.32514089345932,0.9105732440948486,34.30250930786133,32.35881423950195,32.82094955444336,-0.4621353149414062,0.9323835372924805,0.8748757243156433,0.877223014831543
416:30:000010031,10031,1,qwen2.5vl,data/mtf2025_web_images/00001/000010031.jpg,"The image showcases a wooden steamer basket filled with an assortment of steamed dumplings, each with distinct shapes and colors, indicating a variety of fillings and flavors, set against a clean white background.","The image showcases a wooden steamer basket filled with an assortment of colorful dumplings, including some that appear to be filled with vegetables and others that might contain meat or seafood, all arranged neatly inside against a plain white background.",0.3128632605075836,0.9132103323936462,34.96070098876953,40.19832611083984,40.7731819152832,-0.5748558044433594,0.9291516542434692,0.8404445648193359,0.8386849761009216
416:31:000010032,10032,1,qwen2.5vl,data/mtf2025_web_images/00001/000010032.jpg,"The image showcases a steamed dumpling nestled in a bamboo steamer basket, with a glossy sauce pooling around it, highlighting its delicate texture and inviting appearance.","The image showcases a steamed dumpling nestled in a bamboo steamer basket, with a glossy sauce pooling around it, highlighting its delicate texture and inviting appearance.",0.2669668793678283,0.9217332005500792,36.9067268371582,37.111846923828125,37.111846923828125,0.0,1.0,0.870395839214325,0.870395839214325
416:32:000010033,10033,1,qwen2.5vl,data/mtf2025_web_images/00001/000010033.jpg,"The image showcases a steamer basket filled with a savory soup featuring dumplings, noodles, and garnished with red chili slices and green onions, creating a vibrant and appetizing presentation.","The image showcases a steaming bamboo basket filled with a vibrant dumpling soup, garnished with red chili slices, green onions, and small red berries, all held by chopsticks, suggesting a traditional Asian culinary presentation.",0.3341642320156097,0.913401424884796,34.75333023071289,37.82171630859375,36.10613250732422,1.7155838012695312,0.9383867383003235,0.8578144907951355,0.8508095741271973
416:33:000010034,10034,1,qwen2.5vl,data/mtf2025_web_images/00001/000010034.jpg,"The image showcases a beautifully presented dish of stir-fried vegetables garnished with cucumber slices, served on a white plate accompanied by a pair of elegant black chopsticks resting on a small white stand against a clean white background.","The image showcases a beautifully presented plate of stir-fried vegetables garnished with slices of cucumber, accompanied by a pair of elegant black and white chopsticks resting on a small white stand against a clean white background.",0.2780316770076751,0.9135310053825378,31.02692413330078,42.02837371826172,41.65760803222656,0.3707656860351562,0.9831357598304749,0.8358705639839172,0.8364707827568054
416:34:000010035,10035,1,qwen2.5vl,data/mtf2025_web_images/00001/000010035.jpg,"The image showcases a close-up of a black bowl filled with a savory dish featuring tender pieces of beef, vibrant orange slices, and garnished with finely chopped green herbs, all set against a clean white background.","The image showcases a close-up of a black bowl filled with a savory dish featuring tender pieces of beef, vibrant orange slices, and garnished with fresh green herbs, all set against a clean white background.",0.3018903732299804,0.9410197138786316,29.74358558654785,34.81267166137695,35.78477478027344,-0.9721031188964844,0.9945333003997803,0.8404380083084106,0.8420482873916626
416:35:000010036,10036,1,qwen2.5vl,data/mtf2025_web_images/00001/000010036.jpg,"The image showcases a plate of stir-fried chicken with vibrant vegetables, including red onions, green bell peppers, and possibly carrots, all coated in a glossy sauce, presented on a decorative plate with a geometric pattern against a white background.","The image showcases a beautifully presented dish of stir-fried chicken with vibrant red bell peppers, green onions, and sliced onions, served on an ornate white plate with a geometric pattern, set against a clean white background.",0.3019316494464874,0.9186822175979614,34.41548156738281,40.07487487792969,40.50983047485352,-0.4349555969238281,0.9512469172477722,0.8539783358573914,0.8499284982681274
416:36:000010037,10037,1,qwen2.5vl,data/mtf2025_web_images/00001/000010037.jpg,"A beautifully presented dish of salmon sashimi is served in a square white bowl, garnished with sprouts and a slice of lemon, resting elegantly on a white plate with a silver fork, set against a softly blurred background that suggests a fine dining environment.","The image showcases a beautifully presented dish of salmon ceviche served in a white square bowl, garnished with sprouts and a slice of lemon, placed on a white plate with a fork resting beside it, set against a softly blurred background that includes a glass of water and another glass, suggesting a fine dining or restaurant setting.",0.260867714881897,0.9319591522216796,35.078338623046875,40.4997444152832,37.37076950073242,3.128974914550781,0.9416141510009766,0.8543850779533386,0.8432310223579407
416:37:000010038,10038,1,qwen2.5vl,data/mtf2025_web_images/00001/000010038.jpg,"The image showcases a vibrant glass plate filled with a fresh salad consisting of crisp cucumbers, shredded carrots, and leafy greens, garnished with crumbled cheese and possibly some herbs, set against a dark background that accentuates the salad's colors.","A vibrant glass plate holds a fresh salad featuring crisp cucumbers, shredded carrots, and dark purple cabbage, all lightly dressed with a white sauce, set against a stark black background that accentuates the colors of the vegetables.",0.265015572309494,0.918833315372467,33.3186149597168,35.608421325683594,34.60697937011719,1.0014419555664062,0.9304662346839905,0.8381934762001038,0.8464266657829285
416:38:000010039,10039,1,qwen2.5vl,data/mtf2025_web_images/00001/000010039.jpg,"The image showcases a vibrant bowl of stir-fried noodles with a mix of ingredients including yellow noodles, green herbs, red chili flakes, and pieces of meat, served over a bed of white rice, all presented in a disposable white bowl with a plastic fork resting inside.","The image showcases a vibrant and appetizing dish served in a white bowl, featuring a mix of cooked noodles, crispy fried ingredients, and a generous topping of fresh herbs and red chili flakes, all set against a rustic wooden table backdrop.",0.4240175485610962,0.9058939814567566,30.50754737854004,35.03382873535156,32.15378952026367,2.88003921508789,0.9183695912361145,0.7989348769187927,0.7990129590034485
416:39:000010040,10040,1,qwen2.5vl,data/mtf2025_web_images/00001/000010040.jpg,"The image showcases a modern dining setup with a square white plate holding a vibrant salad of mixed greens, diced vegetables, and possibly some protein, accompanied by a small white gravy boat filled with dark sauce, a fork, and a knife set against a sleek black background.","The image showcases a modern dining setup with a square white plate holding a vibrant salad of mixed greens, diced vegetables, and possibly some cooked meat, accompanied by a small white gravy boat filled with a dark sauce, a fork, and a knife set against a sleek black background.",0.32234787940979,0.9229891300201416,34.45947265625,38.68428039550781,37.63328170776367,1.0509986877441406,0.9935662150382996,0.839552104473114,0.8385549187660217
416:40:000010041,10041,1,qwen2.5vl,data/mtf2025_web_images/00001/000010041.jpg,"The image shows a rustic wooden bowl filled with a mix of cooked vegetables, including what appears to be sautéed onions and possibly some leafy greens, all coated in a light brown sauce, set against a vibrant green background.","The image shows a rustic wooden bowl filled with a hearty mix of cooked vegetables, including chunks of potatoes and possibly carrots, all coated in a rich, golden-brown sauce, set against a vibrant teal background.",0.4589208960533142,0.8950586318969727,23.09003257751465,31.596437454223636,31.132143020629883,0.46429443359375,0.9533774852752686,0.7861720323562622,0.7948439121246338
416:41:000010042,10042,1,qwen2.5vl,data/mtf2025_web_images/00001/000010042.jpg,"The image showcases a modern dining setup with a white, uniquely shaped plate holding a vibrant dish of sautéed vegetables garnished with fresh basil leaves, accompanied by a silver fork and a small white gravy boat filled with dark sauce, all set against a sleek black background.","The image showcases a beautifully plated dish featuring a vibrant mix of roasted vegetables, including carrots and possibly zucchini, garnished with fresh basil leaves, served on a modern white square plate with a matching white gravy boat, all set against a sleek black background that enhances the dish's colors and textures.",0.203814148902893,0.9361823201179504,35.26806640625,37.96693801879883,39.39433670043945,-1.427398681640625,0.9201282858848572,0.837478518486023,0.8400291204452515
416:42:000010043,10043,1,qwen2.5vl,data/mtf2025_web_images/00001/000010043.jpg,"The image showcases an elegantly plated dish featuring a delicate, golden-brown pastry or puff pastry as the centerpiece, garnished with fresh herbs and surrounded by a bed of sautéed mushrooms and vibrant red chili flakes, all artfully arranged on a white square plate against a rich, dark wooden backdrop adorned with scattered black peppercorns and a single yellow flower.","The image showcases a beautifully plated dish featuring a central piece of what appears to be a stuffed or wrapped item, garnished with fresh herbs, accompanied by a bed of sautéed mushrooms and scattered red pepper flakes, all presented on a white square plate set against a dark wooden table adorned with black peppercorns and a small decorative sunflower.",0.2438301146030426,0.9324944615364076,33.12727737426758,36.18783950805664,33.985294342041016,2.202545166015625,0.9435199499130249,0.7862524390220642,0.7862581014633179
416:43:000010044,10044,1,qwen2.5vl,data/mtf2025_web_images/00001/000010044.jpg,"The image showcases a black plate filled with a stir-fried dish featuring chunks of chicken, vibrant slices of carrots, green bell peppers, and possibly bamboo shoots, all coated in a glossy sauce, set against a stark white background.","The image showcases a black plate filled with stir-fried chicken pieces, vibrant green bell peppers, and orange carrot slices, all coated in a glossy sauce, set against a clean white background.",0.3942587971687317,0.9299132227897644,34.32111740112305,36.90131759643555,33.72415542602539,3.177162170410156,0.965979814529419,0.8333553671836853,0.8360233306884766
416:44:000010045,10045,1,qwen2.5vl,data/mtf2025_web_images/00001/000010045.jpg,"The image depicts a traditional Chinese hot pot setup with a clay pot containing a simmering broth, surrounded by various dishes including a plate of fried dumplings and a small bowl of dipping sauce, all set on a patterned tablecloth in a warmly lit dining environment.","The image depicts a traditional hot pot dish served in a clay pot with a lit charcoal burner at its center, placed on a patterned tablecloth, accompanied by a plate of fried food and a small bowl of dipping sauce, all set against a backdrop of ornate wooden furniture.",0.2745230793952942,0.9128379821777344,28.911256790161133,36.045040130615234,35.70233154296875,0.3427085876464844,0.9332062602043152,0.846173107624054,0.8465834259986877
416:45:000010046,10046,1,qwen2.5vl,data/mtf2025_web_images/00001/000010046.jpg,"The image showcases a beautifully presented dish served in a square white bowl, featuring a colorful mix of ingredients including what appears to be grilled meat, fresh cilantro, sliced red peppers, and a drizzle of sauce, all artfully garnished with a sprinkle of herbs and possibly chili flakes for added zest.","The image showcases a vibrant and appetizing dish served in a white square bowl, featuring a colorful medley of ingredients including diced vegetables, herbs, and possibly some meat or tofu, garnished with a sprinkle of what appears to be sesame seeds and a drizzle of sauce, all set against a clean white background.",0.2577269971370697,0.9319892525672911,29.55984687805176,30.974987030029297,30.80482482910156,0.1701622009277343,0.9346342086791992,0.8221979141235352,0.8180046081542969
416:46:000010047,10047,1,qwen2.5vl,data/mtf2025_web_images/00001/000010047.jpg,"The image shows a black plate containing a stir-fried dish featuring tofu cubes, sliced carrots, and green bell peppers, all cooked with a savory sauce, presented against a plain white background.","The image showcases a black plate filled with a colorful stir-fry dish featuring pieces of tofu, carrots, green bell peppers, and onions, all coated in a glossy sauce, set against a stark white background.",0.384610116481781,0.9161946177482604,32.73482131958008,32.00505447387695,31.98328399658203,0.0217704772949218,0.9578139781951904,0.8458453416824341,0.8370608687400818
